,group1,group2,signf
805,p19_geocnn_r03,p19_gpcc-octree-raht_r04,1.0
806,p19_geocnn_r03,p19_gpcc-octree-raht_r05,0.0
807,p19_geocnn_r03,p19_gpcc-octree-raht_r06,0.0
808,p19_geocnn_r03,p19_vpcc_r00,1.0
809,p19_geocnn_r03,p19_vpcc_r01,1.0
810,p19_geocnn_r03,p19_vpcc_r02,1.0
811,p19_geocnn_r03,p19_vpcc_r03,0.0
812,p19_geocnn_r03,p19_vpcc_r04,0.0
813,p19_geocnn_r03,p19_vpcc_r05,0.0
814,p19_geocnn_r04,p19_gpcc-octree-predlift_r02,1.0
815,p19_geocnn_r04,p19_gpcc-octree-predlift_r03,1.0
816,p19_geocnn_r04,p19_gpcc-octree-predlift_r04,0.0
817,p19_geocnn_r04,p19_gpcc-octree-predlift_r05,0.0
818,p19_geocnn_r04,p19_gpcc-octree-predlift_r06,0.0
819,p19_geocnn_r04,p19_gpcc-octree-raht_r02,1.0
820,p19_geocnn_r04,p19_gpcc-octree-raht_r03,1.0
821,p19_geocnn_r04,p19_gpcc-octree-raht_r04,1.0
822,p19_geocnn_r04,p19_gpcc-octree-raht_r05,0.0
823,p19_geocnn_r04,p19_gpcc-octree-raht_r06,0.0
824,p19_geocnn_r04,p19_vpcc_r00,1.0
825,p19_geocnn_r04,p19_vpcc_r01,1.0
826,p19_geocnn_r04,p19_vpcc_r02,1.0
827,p19_geocnn_r04,p19_vpcc_r03,0.0
828,p19_geocnn_r04,p19_vpcc_r04,0.0
829,p19_geocnn_r04,p19_vpcc_r05,0.0
830,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-predlift_r03,-1.0
831,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-predlift_r04,-1.0
832,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-predlift_r05,-1.0
833,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-predlift_r06,-1.0
834,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-raht_r02,0.0
835,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-raht_r03,-1.0
836,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-raht_r04,-1.0
837,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-raht_r05,-1.0
838,p19_gpcc-octree-predlift_r02,p19_gpcc-octree-raht_r06,-1.0
839,p19_gpcc-octree-predlift_r02,p19_vpcc_r00,0.0
840,p19_gpcc-octree-predlift_r02,p19_vpcc_r01,-1.0
841,p19_gpcc-octree-predlift_r02,p19_vpcc_r02,-1.0
842,p19_gpcc-octree-predlift_r02,p19_vpcc_r03,-1.0
843,p19_gpcc-octree-predlift_r02,p19_vpcc_r04,-1.0
844,p19_gpcc-octree-predlift_r02,p19_vpcc_r05,-1.0
845,p19_gpcc-octree-predlift_r03,p19_gpcc-octree-predlift_r04,-1.0
846,p19_gpcc-octree-predlift_r03,p19_gpcc-octree-predlift_r05,-1.0
847,p19_gpcc-octree-predlift_r03,p19_gpcc-octree-predlift_r06,-1.0
848,p19_gpcc-octree-predlift_r03,p19_gpcc-octree-raht_r02,1.0
849,p19_gpcc-octree-predlift_r03,p19_gpcc-octree-raht_r03,0.0
850,p19_gpcc-octree-predlift_r03,p19_gpcc-octree-raht_r04,-1.0
851,p19_gpcc-octree-predlift_r03,p19_gpcc-octree-raht_r05,-1.0
852,p19_gpcc-octree-predlift_r03,p19_gpcc-octree-raht_r06,-1.0
853,p19_gpcc-octree-predlift_r03,p19_vpcc_r00,1.0
854,p19_gpcc-octree-predlift_r03,p19_vpcc_r01,1.0
855,p19_gpcc-octree-predlift_r03,p19_vpcc_r02,-1.0
856,p19_gpcc-octree-predlift_r03,p19_vpcc_r03,-1.0
857,p19_gpcc-octree-predlift_r03,p19_vpcc_r04,-1.0
858,p19_gpcc-octree-predlift_r03,p19_vpcc_r05,-1.0
859,p19_gpcc-octree-predlift_r04,p19_gpcc-octree-predlift_r05,0.0
860,p19_gpcc-octree-predlift_r04,p19_gpcc-octree-predlift_r06,0.0
861,p19_gpcc-octree-predlift_r04,p19_gpcc-octree-raht_r02,1.0
862,p19_gpcc-octree-predlift_r04,p19_gpcc-octree-raht_r03,1.0
863,p19_gpcc-octree-predlift_r04,p19_gpcc-octree-raht_r04,0.0
864,p19_gpcc-octree-predlift_r04,p19_gpcc-octree-raht_r05,0.0
865,p19_gpcc-octree-predlift_r04,p19_gpcc-octree-raht_r06,0.0
866,p19_gpcc-octree-predlift_r04,p19_vpcc_r00,1.0
867,p19_gpcc-octree-predlift_r04,p19_vpcc_r01,1.0
868,p19_gpcc-octree-predlift_r04,p19_vpcc_r02,1.0
869,p19_gpcc-octree-predlift_r04,p19_vpcc_r03,0.0
870,p19_gpcc-octree-predlift_r04,p19_vpcc_r04,0.0
871,p19_gpcc-octree-predlift_r04,p19_vpcc_r05,0.0
872,p19_gpcc-octree-predlift_r05,p19_gpcc-octree-predlift_r06,0.0
873,p19_gpcc-octree-predlift_r05,p19_gpcc-octree-raht_r02,1.0
874,p19_gpcc-octree-predlift_r05,p19_gpcc-octree-raht_r03,1.0
875,p19_gpcc-octree-predlift_r05,p19_gpcc-octree-raht_r04,1.0
876,p19_gpcc-octree-predlift_r05,p19_gpcc-octree-raht_r05,0.0
877,p19_gpcc-octree-predlift_r05,p19_gpcc-octree-raht_r06,0.0
878,p19_gpcc-octree-predlift_r05,p19_vpcc_r00,1.0
879,p19_gpcc-octree-predlift_r05,p19_vpcc_r01,1.0
880,p19_gpcc-octree-predlift_r05,p19_vpcc_r02,1.0
881,p19_gpcc-octree-predlift_r05,p19_vpcc_r03,0.0
882,p19_gpcc-octree-predlift_r05,p19_vpcc_r04,0.0
883,p19_gpcc-octree-predlift_r05,p19_vpcc_r05,0.0
884,p19_gpcc-octree-predlift_r06,p19_gpcc-octree-raht_r02,1.0
885,p19_gpcc-octree-predlift_r06,p19_gpcc-octree-raht_r03,1.0
886,p19_gpcc-octree-predlift_r06,p19_gpcc-octree-raht_r04,1.0
887,p19_gpcc-octree-predlift_r06,p19_gpcc-octree-raht_r05,0.0
888,p19_gpcc-octree-predlift_r06,p19_gpcc-octree-raht_r06,0.0
889,p19_gpcc-octree-predlift_r06,p19_vpcc_r00,1.0
890,p19_gpcc-octree-predlift_r06,p19_vpcc_r01,1.0
891,p19_gpcc-octree-predlift_r06,p19_vpcc_r02,1.0
892,p19_gpcc-octree-predlift_r06,p19_vpcc_r03,0.0
893,p19_gpcc-octree-predlift_r06,p19_vpcc_r04,0.0
894,p19_gpcc-octree-predlift_r06,p19_vpcc_r05,0.0
895,p19_gpcc-octree-raht_r02,p19_gpcc-octree-raht_r03,-1.0
896,p19_gpcc-octree-raht_r02,p19_gpcc-octree-raht_r04,-1.0
897,p19_gpcc-octree-raht_r02,p19_gpcc-octree-raht_r05,-1.0
898,p19_gpcc-octree-raht_r02,p19_gpcc-octree-raht_r06,-1.0
899,p19_gpcc-octree-raht_r02,p19_vpcc_r00,0.0
900,p19_gpcc-octree-raht_r02,p19_vpcc_r01,-1.0
901,p19_gpcc-octree-raht_r02,p19_vpcc_r02,-1.0
902,p19_gpcc-octree-raht_r02,p19_vpcc_r03,-1.0
903,p19_gpcc-octree-raht_r02,p19_vpcc_r04,-1.0
904,p19_gpcc-octree-raht_r02,p19_vpcc_r05,-1.0
905,p19_gpcc-octree-raht_r03,p19_gpcc-octree-raht_r04,-1.0
906,p19_gpcc-octree-raht_r03,p19_gpcc-octree-raht_r05,-1.0
907,p19_gpcc-octree-raht_r03,p19_gpcc-octree-raht_r06,-1.0
908,p19_gpcc-octree-raht_r03,p19_vpcc_r00,1.0
909,p19_gpcc-octree-raht_r03,p19_vpcc_r01,0.0
910,p19_gpcc-octree-raht_r03,p19_vpcc_r02,-1.0
911,p19_gpcc-octree-raht_r03,p19_vpcc_r03,-1.0
912,p19_gpcc-octree-raht_r03,p19_vpcc_r04,-1.0
913,p19_gpcc-octree-raht_r03,p19_vpcc_r05,-1.0
914,p19_gpcc-octree-raht_r04,p19_gpcc-octree-raht_r05,0.0
915,p19_gpcc-octree-raht_r04,p19_gpcc-octree-raht_r06,-1.0
916,p19_gpcc-octree-raht_r04,p19_vpcc_r00,1.0
917,p19_gpcc-octree-raht_r04,p19_vpcc_r01,1.0
918,p19_gpcc-octree-raht_r04,p19_vpcc_r02,1.0
919,p19_gpcc-octree-raht_r04,p19_vpcc_r03,0.0
920,p19_gpcc-octree-raht_r04,p19_vpcc_r04,-1.0
921,p19_gpcc-octree-raht_r04,p19_vpcc_r05,0.0
922,p19_gpcc-octree-raht_r05,p19_gpcc-octree-raht_r06,0.0
923,p19_gpcc-octree-raht_r05,p19_vpcc_r00,1.0
924,p19_gpcc-octree-raht_r05,p19_vpcc_r01,1.0
925,p19_gpcc-octree-raht_r05,p19_vpcc_r02,1.0
926,p19_gpcc-octree-raht_r05,p19_vpcc_r03,0.0
927,p19_gpcc-octree-raht_r05,p19_vpcc_r04,0.0
928,p19_gpcc-octree-raht_r05,p19_vpcc_r05,0.0
929,p19_gpcc-octree-raht_r06,p19_vpcc_r00,1.0
930,p19_gpcc-octree-raht_r06,p19_vpcc_r01,1.0
931,p19_gpcc-octree-raht_r06,p19_vpcc_r02,1.0
932,p19_gpcc-octree-raht_r06,p19_vpcc_r03,0.0
933,p19_gpcc-octree-raht_r06,p19_vpcc_r04,0.0
934,p19_gpcc-octree-raht_r06,p19_vpcc_r05,0.0
935,p19_vpcc_r00,p19_vpcc_r01,-1.0
936,p19_vpcc_r00,p19_vpcc_r02,-1.0
937,p19_vpcc_r00,p19_vpcc_r03,-1.0
938,p19_vpcc_r00,p19_vpcc_r04,-1.0
939,p19_vpcc_r00,p19_vpcc_r05,-1.0
940,p19_vpcc_r01,p19_vpcc_r02,-1.0
941,p19_vpcc_r01,p19_vpcc_r03,-1.0
942,p19_vpcc_r01,p19_vpcc_r04,-1.0
943,p19_vpcc_r01,p19_vpcc_r05,-1.0
944,p19_vpcc_r02,p19_vpcc_r03,-1.0
945,p19_vpcc_r02,p19_vpcc_r04,-1.0
946,p19_vpcc_r02,p19_vpcc_r05,-1.0
947,p19_vpcc_r03,p19_vpcc_r04,0.0
948,p19_vpcc_r03,p19_vpcc_r05,0.0
949,p19_vpcc_r04,p19_vpcc_r05,0.0
950,p29_geocnn_r01,p29_geocnn_r02,-1.0
951,p29_geocnn_r01,p29_geocnn_r03,-1.0
952,p29_geocnn_r01,p29_geocnn_r04,-1.0
953,p29_geocnn_r01,p29_gpcc-octree-predlift_r02,1.0
954,p29_geocnn_r01,p29_gpcc-octree-predlift_r03,-1.0
955,p29_geocnn_r01,p29_gpcc-octree-predlift_r04,-1.0
956,p29_geocnn_r01,p29_gpcc-octree-predlift_r05,-1.0
957,p29_geocnn_r01,p29_gpcc-octree-predlift_r06,-1.0
958,p29_geocnn_r01,p29_gpcc-octree-raht_r02,1.0
959,p29_geocnn_r01,p29_gpcc-octree-raht_r03,-1.0
960,p29_geocnn_r01,p29_gpcc-octree-raht_r04,-1.0
961,p29_geocnn_r01,p29_gpcc-octree-raht_r05,-1.0
962,p29_geocnn_r01,p29_gpcc-octree-raht_r06,-1.0
963,p29_geocnn_r01,p29_vpcc_r00,-1.0
964,p29_geocnn_r01,p29_vpcc_r01,-1.0
965,p29_geocnn_r01,p29_vpcc_r02,-1.0
966,p29_geocnn_r01,p29_vpcc_r03,-1.0
967,p29_geocnn_r01,p29_vpcc_r04,-1.0
968,p29_geocnn_r01,p29_vpcc_r05,-1.0
969,p29_geocnn_r02,p29_geocnn_r03,0.0
970,p29_geocnn_r02,p29_geocnn_r04,0.0
971,p29_geocnn_r02,p29_gpcc-octree-predlift_r02,1.0
972,p29_geocnn_r02,p29_gpcc-octree-predlift_r03,0.0
973,p29_geocnn_r02,p29_gpcc-octree-predlift_r04,-1.0
974,p29_geocnn_r02,p29_gpcc-octree-predlift_r05,-1.0
975,p29_geocnn_r02,p29_gpcc-octree-predlift_r06,-1.0
976,p29_geocnn_r02,p29_gpcc-octree-raht_r02,1.0
977,p29_geocnn_r02,p29_gpcc-octree-raht_r03,0.0
978,p29_geocnn_r02,p29_gpcc-octree-raht_r04,-1.0
979,p29_geocnn_r02,p29_gpcc-octree-raht_r05,-1.0
980,p29_geocnn_r02,p29_gpcc-octree-raht_r06,-1.0
981,p29_geocnn_r02,p29_vpcc_r00,0.0
982,p29_geocnn_r02,p29_vpcc_r01,0.0
983,p29_geocnn_r02,p29_vpcc_r02,-1.0
984,p29_geocnn_r02,p29_vpcc_r03,-1.0
985,p29_geocnn_r02,p29_vpcc_r04,-1.0
986,p29_geocnn_r02,p29_vpcc_r05,-1.0
987,p29_geocnn_r03,p29_geocnn_r04,0.0
988,p29_geocnn_r03,p29_gpcc-octree-predlift_r02,1.0
989,p29_geocnn_r03,p29_gpcc-octree-predlift_r03,0.0
990,p29_geocnn_r03,p29_gpcc-octree-predlift_r04,-1.0
991,p29_geocnn_r03,p29_gpcc-octree-predlift_r05,-1.0
992,p29_geocnn_r03,p29_gpcc-octree-predlift_r06,-1.0
993,p29_geocnn_r03,p29_gpcc-octree-raht_r02,1.0
994,p29_geocnn_r03,p29_gpcc-octree-raht_r03,0.0
995,p29_geocnn_r03,p29_gpcc-octree-raht_r04,-1.0
996,p29_geocnn_r03,p29_gpcc-octree-raht_r05,-1.0
997,p29_geocnn_r03,p29_gpcc-octree-raht_r06,-1.0
998,p29_geocnn_r03,p29_vpcc_r00,0.0
999,p29_geocnn_r03,p29_vpcc_r01,0.0
1000,p29_geocnn_r03,p29_vpcc_r02,0.0
1001,p29_geocnn_r03,p29_vpcc_r03,-1.0
1002,p29_geocnn_r03,p29_vpcc_r04,-1.0
1003,p29_geocnn_r03,p29_vpcc_r05,-1.0
1004,p29_geocnn_r04,p29_gpcc-octree-predlift_r02,1.0
1005,p29_geocnn_r04,p29_gpcc-octree-predlift_r03,1.0
1006,p29_geocnn_r04,p29_gpcc-octree-predlift_r04,-1.0
1007,p29_geocnn_r04,p29_gpcc-octree-predlift_r05,-1.0
1008,p29_geocnn_r04,p29_gpcc-octree-predlift_r06,-1.0
1009,p29_geocnn_r04,p29_gpcc-octree-raht_r02,1.0
1010,p29_geocnn_r04,p29_gpcc-octree-raht_r03,1.0
1011,p29_geocnn_r04,p29_gpcc-octree-raht_r04,-1.0
1012,p29_geocnn_r04,p29_gpcc-octree-raht_r05,-1.0
1013,p29_geocnn_r04,p29_gpcc-octree-raht_r06,-1.0
1014,p29_geocnn_r04,p29_vpcc_r00,1.0
1015,p29_geocnn_r04,p29_vpcc_r01,0.0
1016,p29_geocnn_r04,p29_vpcc_r02,0.0
1017,p29_geocnn_r04,p29_vpcc_r03,0.0
1018,p29_geocnn_r04,p29_vpcc_r04,0.0
1019,p29_geocnn_r04,p29_vpcc_r05,0.0
1020,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-predlift_r03,-1.0
1021,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-predlift_r04,-1.0
1022,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-predlift_r05,-1.0
1023,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-predlift_r06,-1.0
1024,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-raht_r02,0.0
1025,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-raht_r03,-1.0
1026,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-raht_r04,-1.0
1027,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-raht_r05,-1.0
1028,p29_gpcc-octree-predlift_r02,p29_gpcc-octree-raht_r06,-1.0
1029,p29_gpcc-octree-predlift_r02,p29_vpcc_r00,-1.0
1030,p29_gpcc-octree-predlift_r02,p29_vpcc_r01,-1.0
1031,p29_gpcc-octree-predlift_r02,p29_vpcc_r02,-1.0
1032,p29_gpcc-octree-predlift_r02,p29_vpcc_r03,-1.0
1033,p29_gpcc-octree-predlift_r02,p29_vpcc_r04,-1.0
1034,p29_gpcc-octree-predlift_r02,p29_vpcc_r05,-1.0
1035,p29_gpcc-octree-predlift_r03,p29_gpcc-octree-predlift_r04,-1.0
1036,p29_gpcc-octree-predlift_r03,p29_gpcc-octree-predlift_r05,-1.0
1037,p29_gpcc-octree-predlift_r03,p29_gpcc-octree-predlift_r06,-1.0
1038,p29_gpcc-octree-predlift_r03,p29_gpcc-octree-raht_r02,1.0
1039,p29_gpcc-octree-predlift_r03,p29_gpcc-octree-raht_r03,0.0
1040,p29_gpcc-octree-predlift_r03,p29_gpcc-octree-raht_r04,-1.0
1041,p29_gpcc-octree-predlift_r03,p29_gpcc-octree-raht_r05,-1.0
1042,p29_gpcc-octree-predlift_r03,p29_gpcc-octree-raht_r06,-1.0
1043,p29_gpcc-octree-predlift_r03,p29_vpcc_r00,0.0
1044,p29_gpcc-octree-predlift_r03,p29_vpcc_r01,0.0
1045,p29_gpcc-octree-predlift_r03,p29_vpcc_r02,-1.0
1046,p29_gpcc-octree-predlift_r03,p29_vpcc_r03,-1.0
1047,p29_gpcc-octree-predlift_r03,p29_vpcc_r04,-1.0
1048,p29_gpcc-octree-predlift_r03,p29_vpcc_r05,-1.0
1049,p29_gpcc-octree-predlift_r04,p29_gpcc-octree-predlift_r05,0.0
1050,p29_gpcc-octree-predlift_r04,p29_gpcc-octree-predlift_r06,0.0
1051,p29_gpcc-octree-predlift_r04,p29_gpcc-octree-raht_r02,1.0
1052,p29_gpcc-octree-predlift_r04,p29_gpcc-octree-raht_r03,1.0
1053,p29_gpcc-octree-predlift_r04,p29_gpcc-octree-raht_r04,0.0
1054,p29_gpcc-octree-predlift_r04,p29_gpcc-octree-raht_r05,0.0
1055,p29_gpcc-octree-predlift_r04,p29_gpcc-octree-raht_r06,0.0
1056,p29_gpcc-octree-predlift_r04,p29_vpcc_r00,1.0
1057,p29_gpcc-octree-predlift_r04,p29_vpcc_r01,1.0
1058,p29_gpcc-octree-predlift_r04,p29_vpcc_r02,1.0
1059,p29_gpcc-octree-predlift_r04,p29_vpcc_r03,0.0
1060,p29_gpcc-octree-predlift_r04,p29_vpcc_r04,0.0
1061,p29_gpcc-octree-predlift_r04,p29_vpcc_r05,0.0
1062,p29_gpcc-octree-predlift_r05,p29_gpcc-octree-predlift_r06,0.0
1063,p29_gpcc-octree-predlift_r05,p29_gpcc-octree-raht_r02,1.0
1064,p29_gpcc-octree-predlift_r05,p29_gpcc-octree-raht_r03,1.0
1065,p29_gpcc-octree-predlift_r05,p29_gpcc-octree-raht_r04,0.0
1066,p29_gpcc-octree-predlift_r05,p29_gpcc-octree-raht_r05,0.0
1067,p29_gpcc-octree-predlift_r05,p29_gpcc-octree-raht_r06,0.0
1068,p29_gpcc-octree-predlift_r05,p29_vpcc_r00,1.0
1069,p29_gpcc-octree-predlift_r05,p29_vpcc_r01,1.0
1070,p29_gpcc-octree-predlift_r05,p29_vpcc_r02,1.0
1071,p29_gpcc-octree-predlift_r05,p29_vpcc_r03,0.0
1072,p29_gpcc-octree-predlift_r05,p29_vpcc_r04,0.0
1073,p29_gpcc-octree-predlift_r05,p29_vpcc_r05,0.0
1074,p29_gpcc-octree-predlift_r06,p29_gpcc-octree-raht_r02,1.0
1075,p29_gpcc-octree-predlift_r06,p29_gpcc-octree-raht_r03,1.0
1076,p29_gpcc-octree-predlift_r06,p29_gpcc-octree-raht_r04,0.0
1077,p29_gpcc-octree-predlift_r06,p29_gpcc-octree-raht_r05,0.0
1078,p29_gpcc-octree-predlift_r06,p29_gpcc-octree-raht_r06,0.0
1079,p29_gpcc-octree-predlift_r06,p29_vpcc_r00,1.0
1080,p29_gpcc-octree-predlift_r06,p29_vpcc_r01,1.0
1081,p29_gpcc-octree-predlift_r06,p29_vpcc_r02,1.0
1082,p29_gpcc-octree-predlift_r06,p29_vpcc_r03,0.0
1083,p29_gpcc-octree-predlift_r06,p29_vpcc_r04,0.0
1084,p29_gpcc-octree-predlift_r06,p29_vpcc_r05,0.0
1085,p29_gpcc-octree-raht_r02,p29_gpcc-octree-raht_r03,-1.0
1086,p29_gpcc-octree-raht_r02,p29_gpcc-octree-raht_r04,-1.0
1087,p29_gpcc-octree-raht_r02,p29_gpcc-octree-raht_r05,-1.0
1088,p29_gpcc-octree-raht_r02,p29_gpcc-octree-raht_r06,-1.0
1089,p29_gpcc-octree-raht_r02,p29_vpcc_r00,-1.0
1090,p29_gpcc-octree-raht_r02,p29_vpcc_r01,-1.0
1091,p29_gpcc-octree-raht_r02,p29_vpcc_r02,-1.0
1092,p29_gpcc-octree-raht_r02,p29_vpcc_r03,-1.0
1093,p29_gpcc-octree-raht_r02,p29_vpcc_r04,-1.0
1094,p29_gpcc-octree-raht_r02,p29_vpcc_r05,-1.0
1095,p29_gpcc-octree-raht_r03,p29_gpcc-octree-raht_r04,-1.0
1096,p29_gpcc-octree-raht_r03,p29_gpcc-octree-raht_r05,-1.0
1097,p29_gpcc-octree-raht_r03,p29_gpcc-octree-raht_r06,-1.0
1098,p29_gpcc-octree-raht_r03,p29_vpcc_r00,0.0
1099,p29_gpcc-octree-raht_r03,p29_vpcc_r01,0.0
1100,p29_gpcc-octree-raht_r03,p29_vpcc_r02,-1.0
1101,p29_gpcc-octree-raht_r03,p29_vpcc_r03,-1.0
1102,p29_gpcc-octree-raht_r03,p29_vpcc_r04,-1.0
1103,p29_gpcc-octree-raht_r03,p29_vpcc_r05,-1.0
1104,p29_gpcc-octree-raht_r04,p29_gpcc-octree-raht_r05,0.0
1105,p29_gpcc-octree-raht_r04,p29_gpcc-octree-raht_r06,0.0
1106,p29_gpcc-octree-raht_r04,p29_vpcc_r00,1.0
1107,p29_gpcc-octree-raht_r04,p29_vpcc_r01,1.0
1108,p29_gpcc-octree-raht_r04,p29_vpcc_r02,0.0
1109,p29_gpcc-octree-raht_r04,p29_vpcc_r03,0.0
1110,p29_gpcc-octree-raht_r04,p29_vpcc_r04,0.0
1111,p29_gpcc-octree-raht_r04,p29_vpcc_r05,0.0
1112,p29_gpcc-octree-raht_r05,p29_gpcc-octree-raht_r06,0.0
1113,p29_gpcc-octree-raht_r05,p29_vpcc_r00,1.0
1114,p29_gpcc-octree-raht_r05,p29_vpcc_r01,1.0
1115,p29_gpcc-octree-raht_r05,p29_vpcc_r02,0.0
1116,p29_gpcc-octree-raht_r05,p29_vpcc_r03,0.0
1117,p29_gpcc-octree-raht_r05,p29_vpcc_r04,0.0
1118,p29_gpcc-octree-raht_r05,p29_vpcc_r05,0.0
1119,p29_gpcc-octree-raht_r06,p29_vpcc_r00,1.0
1120,p29_gpcc-octree-raht_r06,p29_vpcc_r01,1.0
1121,p29_gpcc-octree-raht_r06,p29_vpcc_r02,1.0
1122,p29_gpcc-octree-raht_r06,p29_vpcc_r03,0.0
1123,p29_gpcc-octree-raht_r06,p29_vpcc_r04,0.0
1124,p29_gpcc-octree-raht_r06,p29_vpcc_r05,0.0
1125,p29_vpcc_r00,p29_vpcc_r01,0.0
1126,p29_vpcc_r00,p29_vpcc_r02,-1.0
1127,p29_vpcc_r00,p29_vpcc_r03,-1.0
1128,p29_vpcc_r00,p29_vpcc_r04,-1.0
1129,p29_vpcc_r00,p29_vpcc_r05,-1.0
1130,p29_vpcc_r01,p29_vpcc_r02,0.0
1131,p29_vpcc_r01,p29_vpcc_r03,-1.0
1132,p29_vpcc_r01,p29_vpcc_r04,-1.0
1133,p29_vpcc_r01,p29_vpcc_r05,-1.0
1134,p29_vpcc_r02,p29_vpcc_r03,0.0
1135,p29_vpcc_r02,p29_vpcc_r04,0.0
1136,p29_vpcc_r02,p29_vpcc_r05,0.0
1137,p29_vpcc_r03,p29_vpcc_r04,0.0
1138,p29_vpcc_r03,p29_vpcc_r05,0.0
1139,p29_vpcc_r04,p29_vpcc_r05,0.0
1140,p30_geocnn_r01,p30_geocnn_r02,-1.0
1141,p30_geocnn_r01,p30_geocnn_r03,-1.0
1142,p30_geocnn_r01,p30_geocnn_r04,-1.0
1143,p30_geocnn_r01,p30_gpcc-octree-predlift_r02,1.0
1144,p30_geocnn_r01,p30_gpcc-octree-predlift_r03,0.0
1145,p30_geocnn_r01,p30_gpcc-octree-predlift_r04,-1.0
1146,p30_geocnn_r01,p30_gpcc-octree-predlift_r05,-1.0
1147,p30_geocnn_r01,p30_gpcc-octree-predlift_r06,-1.0
1148,p30_geocnn_r01,p30_gpcc-octree-raht_r02,1.0
1149,p30_geocnn_r01,p30_gpcc-octree-raht_r03,0.0
1150,p30_geocnn_r01,p30_gpcc-octree-raht_r04,-1.0
1151,p30_geocnn_r01,p30_gpcc-octree-raht_r05,-1.0
1152,p30_geocnn_r01,p30_gpcc-octree-raht_r06,-1.0
1153,p30_geocnn_r01,p30_vpcc_r00,0.0
1154,p30_geocnn_r01,p30_vpcc_r01,-1.0
1155,p30_geocnn_r01,p30_vpcc_r02,-1.0
1156,p30_geocnn_r01,p30_vpcc_r03,-1.0
1157,p30_geocnn_r01,p30_vpcc_r04,-1.0
1158,p30_geocnn_r01,p30_vpcc_r05,-1.0
1159,p30_geocnn_r02,p30_geocnn_r03,0.0
1160,p30_geocnn_r02,p30_geocnn_r04,-1.0
1161,p30_geocnn_r02,p30_gpcc-octree-predlift_r02,1.0
1162,p30_geocnn_r02,p30_gpcc-octree-predlift_r03,0.0
1163,p30_geocnn_r02,p30_gpcc-octree-predlift_r04,0.0
1164,p30_geocnn_r02,p30_gpcc-octree-predlift_r05,-1.0
1165,p30_geocnn_r02,p30_gpcc-octree-predlift_r06,-1.0
1166,p30_geocnn_r02,p30_gpcc-octree-raht_r02,1.0
1167,p30_geocnn_r02,p30_gpcc-octree-raht_r03,0.0
1168,p30_geocnn_r02,p30_gpcc-octree-raht_r04,-1.0
1169,p30_geocnn_r02,p30_gpcc-octree-raht_r05,0.0
1170,p30_geocnn_r02,p30_gpcc-octree-raht_r06,-1.0
1171,p30_geocnn_r02,p30_vpcc_r00,1.0
1172,p30_geocnn_r02,p30_vpcc_r01,0.0
1173,p30_geocnn_r02,p30_vpcc_r02,0.0
1174,p30_geocnn_r02,p30_vpcc_r03,0.0
1175,p30_geocnn_r02,p30_vpcc_r04,0.0
1176,p30_geocnn_r02,p30_vpcc_r05,0.0
1177,p30_geocnn_r03,p30_geocnn_r04,0.0
1178,p30_geocnn_r03,p30_gpcc-octree-predlift_r02,1.0
1179,p30_geocnn_r03,p30_gpcc-octree-predlift_r03,1.0
1180,p30_geocnn_r03,p30_gpcc-octree-predlift_r04,0.0
1181,p30_geocnn_r03,p30_gpcc-octree-predlift_r05,0.0
1182,p30_geocnn_r03,p30_gpcc-octree-predlift_r06,0.0
1183,p30_geocnn_r03,p30_gpcc-octree-raht_r02,1.0
1184,p30_geocnn_r03,p30_gpcc-octree-raht_r03,1.0
1185,p30_geocnn_r03,p30_gpcc-octree-raht_r04,0.0
1186,p30_geocnn_r03,p30_gpcc-octree-raht_r05,0.0
1187,p30_geocnn_r03,p30_gpcc-octree-raht_r06,-1.0
1188,p30_geocnn_r03,p30_vpcc_r00,1.0
1189,p30_geocnn_r03,p30_vpcc_r01,0.0
1190,p30_geocnn_r03,p30_vpcc_r02,0.0
1191,p30_geocnn_r03,p30_vpcc_r03,0.0
1192,p30_geocnn_r03,p30_vpcc_r04,0.0
1193,p30_geocnn_r03,p30_vpcc_r05,0.0
1194,p30_geocnn_r04,p30_gpcc-octree-predlift_r02,1.0
1195,p30_geocnn_r04,p30_gpcc-octree-predlift_r03,1.0
1196,p30_geocnn_r04,p30_gpcc-octree-predlift_r04,0.0
1197,p30_geocnn_r04,p30_gpcc-octree-predlift_r05,0.0
1198,p30_geocnn_r04,p30_gpcc-octree-predlift_r06,0.0
1199,p30_geocnn_r04,p30_gpcc-octree-raht_r02,1.0
1200,p30_geocnn_r04,p30_gpcc-octree-raht_r03,1.0
